,Column ID,AUS_CLI,CAN_CLI,ITA_CLI,CHN_CLI,USA_CLI,GBR_CLI,JPN_CLI,DEU_CLI,FRA_CLI,JPN_UNEMPLOYMENT,CAN_UNEMPLOYMENT,USA_UNEMPLOYMENT,AUS_UNEMPLOYMENT,FRA_UNEMPLOYMENT,GBR_UNEMPLOYMENT,DEU_UNEMPLOYMENT,ITA_UNEMPLOYMENT,DEU_RATE_3M,USA_RATE_3M,AUS_RATE_3M,FRA_RATE_3M,CAN_RATE_3M,ITA_RATE_3M,GBR_RATE_3M,EA19_RATE_3M,JPN_RATE_3M,CHE_RATE_3M,AUS_CPI,CAN_CPI,CHE_CPI,CHN_CPI,DEU_CPI,FRA_CPI,GBR_CPI,ITA_CPI,JPN_CPI,USA_CPI,AUS_GDP_GROWTH,CAN_GDP_GROWTH,CHN_GDP_GROWTH,FRA_GDP_GROWTH,DEU_GDP_GROWTH,ITA_GDP_GROWTH,JPN_GDP_GROWTH,CHE_GDP_GROWTH,GBR_GDP_GROWTH,USA_GDP_GROWTH,EA19_GDP_GROWTH,EA19_CONSUMER_CONF,GBR_GBR_GILT_10Y,DEU_DEU_BUND_10Y,DEU_DEU_BUS_CONF,GBR_GBR_BUS_CONF,FRA_FRA_BUS_CONF,ITA_ITA_BUS_CONF,DEU_DEU_CON_CONF,GBR_GBR_CON_CONF,JPN_JPN_CON_CONF,CHN_CHN_CON_CONF
3338,2023-12-15,98.5654,97.3768,98.7193,101.9231,98.9534,99.3885,99.8037,98.7388,99.4916,2.6000,5.8000,3.7000,3.9296,7.5000,3.9000,3.2000,7.5000,3.9716,5.4100,4.3800,3.9716,4.9960,3.9716,5.3600,3.9716,0.0240,1.7318,6.5941,6.8028,2.8350,1.9736,6.8726,5.2224,7.9220,8.2013,2.4977,8.0028,4.2000,4.7000,3.1000,2.8000,1.8000,4.8000,1.3000,3.6000,5.1000,2.5000,3.6000,98.2636,4.2721,2.6014,-15.4000,-7.6694,-9.2000,-7.4000,-16.3000,-17.2500,36.2000,87.0000
3339,2023-12-22,98.5654,97.3768,98.7193,101.9231,98.9534,99.3885,99.8037,98.7388,99.4916,2.6000,5.8000,3.7000,3.9296,7.5000,3.9000,3.2000,7.5000,3.9716,5.4100,4.3800,3.9716,4.9960,3.9716,5.3600,3.9716,0.0240,1.7318,6.5941,6.8028,2.8350,1.9736,6.8726,5.2224,7.9220,8.2013,2.4977,8.0028,4.2000,4.7000,3.1000,2.8000,1.8000,4.8000,1.3000,3.6000,5.1000,2.5000,3.6000,98.2636,4.2721,2.6014,-15.4000,-7.6694,-9.2000,-7.4000,-16.3000,-17.2500,36.2000,87.0000
3340,2023-12-29,98.5654,97.3768,98.7193,101.9231,98.9534,99.3885,99.8037,98.7388,99.4916,2.6000,5.8000,3.7000,3.9296,7.5000,3.9000,3.2000,7.5000,3.9716,5.4100,4.3800,3.9716,4.9960,3.9716,5.3600,3.9716,0.0240,1.7318,6.5941,6.8028,2.8350,1.9736,6.8726,5.2224,7.9220,8.2013,2.4977,8.0028,4.2000,4.7000,3.1000,2.8000,1.8000,4.8000,1.3000,3.6000,5.1000,2.5000,3.6000,98.2636,4.2721,2.6014,-15.4000,-7.6694,-9.2000,-7.4000,-16.3000,-17.2500,36.2000,87.0000
3341,2024-01-05,98.6118,97.4065,98.7876,101.6669,99.0431,99.5301,99.7873,98.8240,99.5006,2.5000,5.8000,3.8000,3.9902,7.6000,4.1000,3.2000,7.1000,3.9349,5.3200,4.3500,3.9349,4.9475,3.9349,5.2200,3.9331,0.0520,1.6525,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.4667,3.8622,2.1021,-14.2000,-7.6694,-9.4000,-7.7000,-13.8000,-16.0000,37.0000,87.6000
3342,2024-01-12,98.6118,97.4065,98.7876,101.6669,99.0431,99.5301,99.7873,98.8240,99.5006,2.5000,5.8000,3.8000,3.9902,7.6000,4.1000,3.2000,7.1000,3.9349,5.3200,4.3500,3.9349,4.9475,3.9349,5.2200,3.9331,0.0520,1.6525,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.4667,3.8622,2.1021,-14.2000,-7.6694,-9.4000,-7.7000,-13.8000,-16.0000,37.0000,87.6000
3343,2024-01-19,98.6118,97.4065,98.7876,101.6669,99.0431,99.5301,99.7873,98.8240,99.5006,2.5000,5.8000,3.8000,3.9902,7.6000,4.1000,3.2000,7.1000,3.9349,5.3200,4.3500,3.9349,4.9475,3.9349,5.2200,3.9331,0.0520,1.6525,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.4667,3.8622,2.1021,-14.2000,-7.6694,-9.4000,-7.7000,-13.8000,-16.0000,37.0000,87.6000
3344,2024-01-26,98.6118,97.4065,98.7876,101.6669,99.0431,99.5301,99.7873,98.8240,99.5006,2.5000,5.8000,3.8000,3.9902,7.6000,4.1000,3.2000,7.1000,3.9349,5.3200,4.3500,3.9349,4.9475,3.9349,5.2200,3.9331,0.0520,1.6525,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.4667,3.8622,2.1021,-14.2000,-7.6694,-9.4000,-7.7000,-13.8000,-16.0000,37.0000,87.6000
3345,2024-02-02,98.6829,97.4712,98.8522,101.3837,99.1579,99.6707,99.7968,98.9292,99.4830,2.5000,5.7000,3.7000,4.0888,7.6000,4.2000,3.2000,7.1000,3.9253,5.2600,4.3500,3.9253,4.9480,3.9253,5.2000,3.9253,0.0250,1.6852,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,3.9319,2.1745,-16.2000,-10.8900,-8.6000,-7.0000,-16.5000,-13.2500,37.9000,88.9000
3346,2024-02-09,98.6829,97.4712,98.8522,101.3837,99.1579,99.6707,99.7968,98.9292,99.4830,2.5000,5.7000,3.7000,4.0888,7.6000,4.2000,3.2000,7.1000,3.9253,5.2600,4.3500,3.9253,4.9480,3.9253,5.2000,3.9253,0.0250,1.6852,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,3.9319,2.1745,-16.2000,-10.8900,-8.6000,-7.0000,-16.5000,-13.2500,37.9000,88.9000
3347,2024-02-16,98.6829,97.4712,98.8522,101.3837,99.1579,99.6707,99.7968,98.9292,99.4830,2.5000,5.7000,3.7000,4.0888,7.6000,4.2000,3.2000,7.1000,3.9253,5.2600,4.3500,3.9253,4.9480,3.9253,5.2000,3.9253,0.0250,1.6852,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,3.9319,2.1745,-16.2000,-10.8900,-8.6000,-7.0000,-16.5000,-13.2500,37.9000,88.9000
3348,2024-02-23,98.6829,97.4712,98.8522,101.3837,99.1579,99.6707,99.7968,98.9292,99.4830,2.5000,5.7000,3.7000,4.0888,7.6000,4.2000,3.2000,7.1000,3.9253,5.2600,4.3500,3.9253,4.9480,3.9253,5.2000,3.9253,0.0250,1.6852,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,3.9319,2.1745,-16.2000,-10.8900,-8.6000,-7.0000,-16.5000,-13.2500,37.9000,88.9000
3349,2024-03-01,98.7803,97.5652,98.9000,101.1067,99.2732,99.8305,99.8346,99.0552,99.4397,2.6000,5.9000,3.9000,3.7266,7.5000,4.3000,3.2000,7.3000,3.9232,5.2200,4.3400,3.9232,4.9350,3.9232,5.2100,3.9232,0.0270,1.7000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.1230,2.3319,-18.2000,-10.8900,-5.5000,-7.5000,-13.7000,-15.7500,38.7000,89.1000
3350,2024-03-08,98.7803,97.5652,98.9000,101.1067,99.2732,99.8305,99.8346,99.0552,99.4397,2.6000,5.9000,3.9000,3.7266,7.5000,4.3000,3.2000,7.3000,3.9232,5.2200,4.3400,3.9232,4.9350,3.9232,5.2100,3.9232,0.0270,1.7000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.1230,2.3319,-18.2000,-10.8900,-5.5000,-7.5000,-13.7000,-15.7500,38.7000,89.1000
3351,2024-03-15,98.7803,97.5652,98.9000,101.1067,99.2732,99.8305,99.8346,99.0552,99.4397,2.6000,5.9000,3.9000,3.7266,7.5000,4.3000,3.2000,7.3000,3.9232,5.2200,4.3400,3.9232,4.9350,3.9232,5.2100,3.9232,0.0270,1.7000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.1230,2.3319,-18.2000,-10.8900,-5.5000,-7.5000,-13.7000,-15.7500,38.7000,89.1000
3352,2024-03-22,98.7803,97.5652,98.9000,101.1067,99.2732,99.8305,99.8346,99.0552,99.4397,2.6000,5.9000,3.9000,3.7266,7.5000,4.3000,3.2000,7.3000,3.9232,5.2200,4.3400,3.9232,4.9350,3.9232,5.2100,3.9232,0.0270,1.7000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.1230,2.3319,-18.2000,-10.8900,-5.5000,-7.5000,-13.7000,-15.7500,38.7000,89.1000
3353,2024-03-29,98.7803,97.5652,98.9000,101.1067,99.2732,99.8305,99.8346,99.0552,99.4397,2.6000,5.9000,3.9000,3.7266,7.5000,4.3000,3.2000,7.3000,3.9232,5.2200,4.3400,3.9232,4.9350,3.9232,5.2100,3.9232,0.0270,1.7000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.1230,2.3319,-18.2000,-10.8900,-5.5000,-7.5000,-13.7000,-15.7500,38.7000,89.1000
3354,2024-04-05,98.9138,97.6764,98.9371,100.8512,99.3646,100.0318,99.8773,99.1934,99.3694,2.6000,6.1000,3.9000,3.8782,7.4000,4.4000,3.3000,6.9000,3.9231,5.2900,4.3500,3.9231,4.9050,3.9231,5.2000,3.9224,0.1090,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.0330,2.3495,-16.8000,-10.8900,-3.4000,-6.3000,-13.1000,-15.2500,39.5000,89.4000
3355,2024-04-12,98.9138,97.6764,98.9371,100.8512,99.3646,100.0318,99.8773,99.1934,99.3694,2.6000,6.1000,3.9000,3.8782,7.4000,4.4000,3.3000,6.9000,3.9231,5.2900,4.3500,3.9231,4.9050,3.9231,5.2000,3.9224,0.1090,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.0330,2.3495,-16.8000,-10.8900,-3.4000,-6.3000,-13.1000,-15.2500,39.5000,89.4000
3356,2024-04-19,98.9138,97.6764,98.9371,100.8512,99.3646,100.0318,99.8773,99.1934,99.3694,2.6000,6.1000,3.9000,3.8782,7.4000,4.4000,3.3000,6.9000,3.9231,5.2900,4.3500,3.9231,4.9050,3.9231,5.2000,3.9224,0.1090,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.0330,2.3495,-16.8000,-10.8900,-3.4000,-6.3000,-13.1000,-15.2500,39.5000,89.4000
3357,2024-04-26,98.9138,97.6764,98.9371,100.8512,99.3646,100.0318,99.8773,99.1934,99.3694,2.6000,6.1000,3.9000,3.8782,7.4000,4.4000,3.3000,6.9000,3.9231,5.2900,4.3500,3.9231,4.9050,3.9231,5.2000,3.9224,0.1090,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.0330,2.3495,-16.8000,-10.8900,-3.4000,-6.3000,-13.1000,-15.2500,39.5000,89.4000
3358,2024-05-03,99.0780,97.8022,98.9661,100.6295,99.4101,100.2734,99.9165,99.3215,99.2666,2.6000,6.2000,3.9000,4.1072,7.3000,4.4000,3.4000,6.8000,3.8853,5.3300,4.3700,3.8853,4.9250,3.8853,5.1800,3.8864,0.1090,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.2172,2.4457,-18.4000,-8.8181,-8.0000,-6.5000,-10.3000,-13.7500,38.2000,88.2000
3359,2024-05-10,99.0780,97.8022,98.9661,100.6295,99.4101,100.2734,99.9165,99.3215,99.2666,2.6000,6.2000,3.9000,4.1072,7.3000,4.4000,3.4000,6.8000,3.8853,5.3300,4.3700,3.8853,4.9250,3.8853,5.1800,3.8864,0.1090,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.2172,2.4457,-18.4000,-8.8181,-8.0000,-6.5000,-10.3000,-13.7500,38.2000,88.2000
3360,2024-05-17,99.0780,97.8022,98.9661,100.6295,99.4101,100.2734,99.9165,99.3215,99.2666,2.6000,6.2000,3.9000,4.1072,7.3000,4.4000,3.4000,6.8000,3.8853,5.3300,4.3700,3.8853,4.9250,3.8853,5.1800,3.8864,0.1090,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.2172,2.4457,-18.4000,-8.8181,-8.0000,-6.5000,-10.3000,-13.7500,38.2000,88.2000
3361,2024-05-24,99.0780,97.8022,98.9661,100.6295,99.4101,100.2734,99.9165,99.3215,99.2666,2.6000,6.2000,3.9000,4.1072,7.3000,4.4000,3.4000,6.8000,3.8853,5.3300,4.3700,3.8853,4.9250,3.8853,5.1800,3.8864,0.1090,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.2172,2.4457,-18.4000,-8.8181,-8.0000,-6.5000,-10.3000,-13.7500,38.2000,88.2000
3362,2024-05-31,99.2551,97.9524,99.0127,100.4478,99.4174,100.5232,99.9347,99.4143,99.1558,2.6000,6.3000,3.9000,3.9985,7.4000,4.2000,3.4000,6.5000,3.8127,5.3300,4.3600,3.8127,4.8680,3.8127,5.1600,3.8137,0.1290,1.5000,5.5970,3.8790,2.1354,0.2348,5.9464,4.8784,6.7940,5.6222,3.2681,4.1163,2.1000,2.0000,5.4000,1.6000,-0.9000,0.9000,0.7000,0.9000,0.3000,2.9000,0.4000,98.5667,4.2229,2.5195,-18.1000,-8.8181,-8.5000,-6.3000,-10.5000,-11.5000,36.6000,86.4000
